gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
1584378196	71e33e4e-3579-48be-bc68-996e67571072	Marine Turtle Nesting Locations.18588	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Lepidochelys	Lepidochelys olivacea		SPECIES	Lepidochelys olivacea (Eschscholtz, 1829)	Lepidochelys olivacea		AU	WOONGARRA:NEILSON PK		present		5fa89f68-9af0-4a0d-8998-ea39695c1db9	-24.806	152.4548					0.0	0.0	1970-01-01T00:00:00Z			1970	2442153	2442153	HUMAN_OBSERVATION	ACEF	acef_marine_turtle_nests	18588				CC_BY_4_0					2019-09-20T20:33:11.573Z		COORDINATE_PRECISION_INVALID
1584378195	71e33e4e-3579-48be-bc68-996e67571072	Marine Turtle Nesting Locations.18584	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Natator	Natator depressus		SPECIES	Natator depressus (Garman, 1880)	Natator depressus		AU	WOONGARRA:NEILSON PK		present		5fa89f68-9af0-4a0d-8998-ea39695c1db9	-24.806	152.4548					0.0	0.0	1979-01-01T00:00:00Z			1979	2442173	2442173	HUMAN_OBSERVATION	ACEF	acef_marine_turtle_nests	18584				CC_BY_4_0					2019-09-20T23:00:40.026Z		COORDINATE_PRECISION_INVALID
1584378194	71e33e4e-3579-48be-bc68-996e67571072	Marine Turtle Nesting Locations.18597	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Lepidochelys	Lepidochelys olivacea		SPECIES	Lepidochelys olivacea (Eschscholtz, 1829)	Lepidochelys olivacea		AU	WOONGARRA:NEILSON PK		present		5fa89f68-9af0-4a0d-8998-ea39695c1db9	-24.806	152.4548					0.0	0.0	1979-01-01T00:00:00Z			1979	2442153	2442153	HUMAN_OBSERVATION	ACEF	acef_marine_turtle_nests	18597				CC_BY_4_0					2019-09-20T20:33:12.696Z		COORDINATE_PRECISION_INVALID
1584378193	71e33e4e-3579-48be-bc68-996e67571072	Marine Turtle Nesting Locations.18590	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Lepidochelys	Lepidochelys olivacea		SPECIES	Lepidochelys olivacea (Eschscholtz, 1829)	Lepidochelys olivacea		AU	WOONGARRA:NEILSON PK		present		5fa89f68-9af0-4a0d-8998-ea39695c1db9	-24.806	152.4548					0.0	0.0	1972-01-01T00:00:00Z			1972	2442153	2442153	HUMAN_OBSERVATION	ACEF	acef_marine_turtle_nests	18590				CC_BY_4_0					2019-09-20T20:33:11.573Z		COORDINATE_PRECISION_INVALID
1584378192	71e33e4e-3579-48be-bc68-996e67571072	Marine Turtle Nesting Locations.18600	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta		AU	WOONGARRA:OAKS		present		5fa89f68-9af0-4a0d-8998-ea39695c1db9	-24.7705	152.4182					0.0	0.0	1997-01-01T00:00:00Z			1997	8894817	8894817	HUMAN_OBSERVATION	ACEF	acef_marine_turtle_nests	18600				CC_BY_4_0					2019-09-20T16:48:16.004Z		COORDINATE_PRECISION_INVALID
1584378191	71e33e4e-3579-48be-bc68-996e67571072	Marine Turtle Nesting Locations.18596	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Lepidochelys	Lepidochelys olivacea		SPECIES	Lepidochelys olivacea (Eschscholtz, 1829)	Lepidochelys olivacea		AU	WOONGARRA:NEILSON PK		present		5fa89f68-9af0-4a0d-8998-ea39695c1db9	-24.806	152.4548					0.0	0.0	1978-01-01T00:00:00Z			1978	2442153	2442153	HUMAN_OBSERVATION	ACEF	acef_marine_turtle_nests	18596				CC_BY_4_0					2019-09-20T20:33:11.573Z		COORDINATE_PRECISION_INVALID
1584378190	71e33e4e-3579-48be-bc68-996e67571072	Marine Turtle Nesting Locations.18582	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Natator	Natator depressus		SPECIES	Natator depressus (Garman, 1880)	Natator depressus		AU	WOONGARRA:NEILSON PK		present		5fa89f68-9af0-4a0d-8998-ea39695c1db9	-24.806	152.4548					0.0	0.0	1977-01-01T00:00:00Z			1977	2442173	2442173	HUMAN_OBSERVATION	ACEF	acef_marine_turtle_nests	18582				CC_BY_4_0					2019-09-20T23:00:39.663Z		COORDINATE_PRECISION_INVALID
1584378189	71e33e4e-3579-48be-bc68-996e67571072	Marine Turtle Nesting Locations.18610	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Lepidochelys	Lepidochelys olivacea		SPECIES	Lepidochelys olivacea (Eschscholtz, 1829)	Lepidochelys olivacea		AU	WOONGARRA:RIFLERANGE CK		present		5fa89f68-9af0-4a0d-8998-ea39695c1db9	-24.8483	152.4683					0.0	0.0	1997-01-01T00:00:00Z			1997	2442153	2442153	HUMAN_OBSERVATION	ACEF	acef_marine_turtle_nests	18610				CC_BY_4_0					2019-09-20T20:33:11.578Z		COORDINATE_PRECISION_INVALID
1584378188	71e33e4e-3579-48be-bc68-996e67571072	Marine Turtle Nesting Locations.18601	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Natator	Natator depressus		SPECIES	Natator depressus (Garman, 1880)	Natator depressus		AU	WOONGARRA:OAKS		present		5fa89f68-9af0-4a0d-8998-ea39695c1db9	-24.7705	152.4182					0.0	0.0	1998-01-01T00:00:00Z			1998	2442173	2442173	HUMAN_OBSERVATION	ACEF	acef_marine_turtle_nests	18601				CC_BY_4_0					2019-09-20T23:00:39.039Z		COORDINATE_PRECISION_INVALID
1584378187	71e33e4e-3579-48be-bc68-996e67571072	Marine Turtle Nesting Locations.18609	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Lepidochelys	Lepidochelys olivacea		SPECIES	Lepidochelys olivacea (Eschscholtz, 1829)	Lepidochelys olivacea		AU	WOONGARRA:RIFLERANGE CK		present		5fa89f68-9af0-4a0d-8998-ea39695c1db9	-24.8483	152.4683					0.0	0.0	1998-01-01T00:00:00Z			1998	2442153	2442153	HUMAN_OBSERVATION	ACEF	acef_marine_turtle_nests	18609				CC_BY_4_0					2019-09-20T20:33:15.908Z		COORDINATE_PRECISION_INVALID
1584378186	71e33e4e-3579-48be-bc68-996e67571072	Marine Turtle Nesting Locations.18604	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Lepidochelys	Lepidochelys olivacea		SPECIES	Lepidochelys olivacea (Eschscholtz, 1829)	Lepidochelys olivacea		AU	WOONGARRA:OAKS		present		5fa89f68-9af0-4a0d-8998-ea39695c1db9	-24.7705	152.4182					0.0	0.0	1997-01-01T00:00:00Z			1997	2442153	2442153	HUMAN_OBSERVATION	ACEF	acef_marine_turtle_nests	18604				CC_BY_4_0					2019-09-20T20:33:23.931Z		COORDINATE_PRECISION_INVALID
1584378185	71e33e4e-3579-48be-bc68-996e67571072	Marine Turtle Nesting Locations.18607	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Natator	Natator depressus		SPECIES	Natator depressus (Garman, 1880)	Natator depressus		AU	WOONGARRA:RIFLERANGE CK		present		5fa89f68-9af0-4a0d-8998-ea39695c1db9	-24.8483	152.4683					0.0	0.0	1998-01-01T00:00:00Z			1998	2442173	2442173	HUMAN_OBSERVATION	ACEF	acef_marine_turtle_nests	18607				CC_BY_4_0					2019-09-20T23:00:40.468Z		COORDINATE_PRECISION_INVALID
