,ID,scientific name,date,coordinates
0,1584378206,Lepidochelys olivacea,1998-01-01T00:00:00Z,"152.4182,-24.7705"
1,1584378205,Natator depressus,1997-01-01T00:00:00Z,"152.4683,-24.8483"
2,1584378204,Natator depressus,1975-01-01T00:00:00Z,"152.4548,-24.805999999999997"
3,1584378203,Lepidochelys olivacea,1999-01-01T00:00:00Z,"142.293,-10.7191"
4,1584378202,Caretta caretta,1998-01-01T00:00:00Z,"152.4683,-24.8483"
5,1584378201,Lepidochelys olivacea,1968-01-01T00:00:00Z,"152.4548,-24.805999999999997"
6,1584378200,Natator depressus,1999-01-01T00:00:00Z,"142.293,-10.7191"
7,1584378199,Caretta caretta,1974-01-01T00:00:00Z,"152.4548,-24.805999999999997"
8,1584378198,Natator depressus,1980-01-01T00:00:00Z,"152.4548,-24.805999999999997"
9,1584378197,Lepidochelys olivacea,1974-01-01T00:00:00Z,"152.4548,-24.805999999999997"
10,1584378196,Lepidochelys olivacea,1970-01-01T00:00:00Z,"152.4548,-24.805999999999997"
11,1584378195,Natator depressus,1979-01-01T00:00:00Z,"152.4548,-24.805999999999997"
12,1584378194,Lepidochelys olivacea,1979-01-01T00:00:00Z,"152.4548,-24.805999999999997"
13,1584378193,Lepidochelys olivacea,1972-01-01T00:00:00Z,"152.4548,-24.805999999999997"
14,1584378192,Caretta caretta,1997-01-01T00:00:00Z,"152.4182,-24.7705"
15,1584378191,Lepidochelys olivacea,1978-01-01T00:00:00Z,"152.4548,-24.805999999999997"
16,1584378190,Natator depressus,1977-01-01T00:00:00Z,"152.4548,-24.805999999999997"
17,1584378189,Lepidochelys olivacea,1997-01-01T00:00:00Z,"152.4683,-24.8483"
18,1584378188,Natator depressus,1998-01-01T00:00:00Z,"152.4182,-24.7705"
19,1584378187,Lepidochelys olivacea,1998-01-01T00:00:00Z,"152.4683,-24.8483"
20,1584378186,Lepidochelys olivacea,1997-01-01T00:00:00Z,"152.4182,-24.7705"
21,1584378185,Natator depressus,1998-01-01T00:00:00Z,"152.4683,-24.8483"
22,1584378184,Natator depressus,1978-01-01T00:00:00Z,"152.4548,-24.805999999999997"
23,1584378183,Lepidochelys olivacea,1980-01-01T00:00:00Z,"152.4367,-24.7914"
24,1584378182,Natator depressus,1974-01-01T00:00:00Z,"152.4548,-24.805999999999997"
25,1584378181,Lepidochelys olivacea,1997-01-01T00:00:00Z,"152.4563,-24.8048"
26,1584378180,Caretta caretta,1975-01-01T00:00:00Z,"152.4548,-24.805999999999997"
27,1584378179,Natator depressus,1997-01-01T00:00:00Z,"152.4182,-24.7705"
28,1584378178,Natator depressus,1997-01-01T00:00:00Z,"152.4563,-24.8048"
29,1584378177,Lepidochelys olivacea,1968-01-01T00:00:00Z,"152.4367,-24.7914"
30,1584378176,Caretta caretta,1973-01-01T00:00:00Z,"152.4548,-24.805999999999997"
31,1584378175,Caretta caretta,1969-01-01T00:00:00Z,"152.4548,-24.805999999999997"
32,1584378174,Caretta caretta,1997-01-01T00:00:00Z,"152.4563,-24.8048"
33,1584378173,Caretta caretta,1978-01-01T00:00:00Z,"152.4548,-24.805999999999997"
34,1584378172,Caretta caretta,1998-01-01T00:00:00Z,"152.4182,-24.7705"
35,1584378171,Natator depressus,1976-01-01T00:00:00Z,"152.4548,-24.805999999999997"
36,1584378170,Natator depressus,1972-01-01T00:00:00Z,"152.4548,-24.805999999999997"
37,1584378169,Natator depressus,1970-01-01T00:00:00Z,"152.4548,-24.805999999999997"
38,1584378168,Lepidochelys olivacea,1975-01-01T00:00:00Z,"152.4548,-24.805999999999997"
39,1584378167,Lepidochelys olivacea,1969-01-01T00:00:00Z,"152.4548,-24.805999999999997"
40,1584378166,Caretta caretta,1980-01-01T00:00:00Z,"152.4548,-24.805999999999997"
41,1584378165,Chelonia mydas,1998-01-01T00:00:00Z,"152.4683,-24.8483"
42,1584378164,Natator depressus,1973-01-01T00:00:00Z,"152.4367,-24.7914"
43,1584378163,Lepidochelys olivacea,1976-01-01T00:00:00Z,"152.4548,-24.805999999999997"
44,1584378162,Lepidochelys olivacea,1977-01-01T00:00:00Z,"152.4548,-24.805999999999997"
45,1584378161,Caretta caretta,1998-01-01T00:00:00Z,"152.4563,-24.8048"
46,1584378160,Natator depressus,1973-01-01T00:00:00Z,"152.4548,-24.805999999999997"
47,1584378159,Caretta caretta,1972-01-01T00:00:00Z,"152.4548,-24.805999999999997"
48,1584378158,Caretta caretta,1979-01-01T00:00:00Z,"152.4548,-24.805999999999997"
49,1584378157,Dermochelys coriacea,1973-01-01T00:00:00Z,"152.4367,-24.7914"
50,1584378156,Natator depressus,1979-01-01T00:00:00Z,"152.4367,-24.7914"
51,1584378155,Lepidochelys olivacea,1980-01-01T00:00:00Z,"152.4548,-24.805999999999997"
52,1584378154,Caretta caretta,1976-01-01T00:00:00Z,"152.4548,-24.805999999999997"
53,1584378153,Natator depressus,1998-01-01T00:00:00Z,"152.4563,-24.8048"
54,1584378152,Lepidochelys olivacea,1973-01-01T00:00:00Z,"152.4548,-24.805999999999997"
55,1584378151,Lepidochelys olivacea,1969-01-01T00:00:00Z,"152.4367,-24.7914"
56,1584378150,Natator depressus,1969-01-01T00:00:00Z,"152.4548,-24.805999999999997"
57,1584378149,Caretta caretta,1977-01-01T00:00:00Z,"152.4548,-24.805999999999997"
58,1584378148,Caretta caretta,1979-01-01T00:00:00Z,"152.4367,-24.7914"
59,1584378147,Lepidochelys olivacea,1970-01-01T00:00:00Z,"152.4367,-24.7914"
60,1584378146,Natator depressus,1997-01-01T00:00:00Z,"152.4333,-24.7983"
61,1584378145,Natator depressus,1970-01-01T00:00:00Z,"152.4367,-24.7914"
62,1584378144,Natator depressus,1971-01-01T00:00:00Z,"152.4548,-24.805999999999997"
63,1584378143,Lepidochelys olivacea,1998-01-01T00:00:00Z,"152.4333,-24.7983"
64,1584378142,Caretta caretta,1968-01-01T00:00:00Z,"152.4548,-24.805999999999997"
65,1584378141,Caretta caretta,1970-01-01T00:00:00Z,"152.4548,-24.805999999999997"
66,1584378140,Lepidochelys olivacea,1978-01-01T00:00:00Z,"152.4367,-24.7914"
67,1584378139,Lepidochelys olivacea,1974-01-01T00:00:00Z,"152.4367,-24.7914"
68,1584378138,Lepidochelys olivacea,1971-01-01T00:00:00Z,"152.4548,-24.805999999999997"
69,1584378137,Lepidochelys olivacea,1978-01-01T00:00:00Z,"152.4646,-24.8223"
70,1584378136,Natator depressus,1980-01-01T00:00:00Z,"152.4367,-24.7914"
71,1584378135,Lepidochelys olivacea,1979-01-01T00:00:00Z,"152.4367,-24.7914"
72,1584378134,Natator depressus,1977-01-01T00:00:00Z,"152.4367,-24.7914"
73,1584378133,Caretta caretta,1971-01-01T00:00:00Z,"152.4367,-24.7914"
74,1584378132,Lepidochelys olivacea,1980-01-01T00:00:00Z,"152.4646,-24.8223"
75,1584378131,Natator depressus,1978-01-01T00:00:00Z,"152.4367,-24.7914"
76,1584378130,Caretta caretta,1974-01-01T00:00:00Z,"152.4367,-24.7914"
77,1584378129,Lepidochelys olivacea,1974-01-01T00:00:00Z,"152.4646,-24.8223"
78,1584378128,Caretta caretta,1975-01-01T00:00:00Z,"152.4367,-24.7914"
79,1584378127,Natator depressus,1969-01-01T00:00:00Z,"152.4367,-24.7914"
80,1584378126,Natator depressus,1968-01-01T00:00:00Z,"152.4367,-24.7914"
81,1584378125,Lepidochelys olivacea,1998-01-01T00:00:00Z,"152.4563,-24.8048"
82,1584378124,Lepidochelys olivacea,1976-01-01T00:00:00Z,"152.4367,-24.7914"
83,1584378123,Natator depressus,1975-01-01T00:00:00Z,"152.4367,-24.7914"
84,1584378122,Lepidochelys olivacea,1973-01-01T00:00:00Z,"152.4367,-24.7914"
85,1584378121,Caretta caretta,1970-01-01T00:00:00Z,"152.4367,-24.7914"
86,1584378120,Caretta caretta,1977-01-01T00:00:00Z,"152.4367,-24.7914"
87,1584378119,Caretta caretta,1971-01-01T00:00:00Z,"152.4548,-24.805999999999997"
88,1584378118,Natator depressus,1980-01-01T00:00:00Z,"152.4646,-24.8223"
89,1584378117,Caretta caretta,1972-01-01T00:00:00Z,"152.4367,-24.7914"
90,1584378116,Lepidochelys olivacea,1972-01-01T00:00:00Z,"152.4646,-24.8223"
91,1584378115,Lepidochelys olivacea,1977-01-01T00:00:00Z,"152.4367,-24.7914"
92,1584378114,Natator depressus,1974-01-01T00:00:00Z,"152.4367,-24.7914"
93,1584378113,Natator depressus,1968-01-01T00:00:00Z,"152.4548,-24.805999999999997"
94,1584378112,Lepidochelys olivacea,1979-01-01T00:00:00Z,"152.4646,-24.8223"
95,1584378111,Natator depressus,1968-01-01T00:00:00Z,"152.4646,-24.8223"
96,1584378110,Lepidochelys olivacea,1972-01-01T00:00:00Z,"152.4367,-24.7914"
97,1584378109,Lepidochelys olivacea,1971-01-01T00:00:00Z,"152.4367,-24.7914"
98,1584378108,Natator depressus,1976-01-01T00:00:00Z,"152.4367,-24.7914"
99,1584378107,Lepidochelys olivacea,1973-01-01T00:00:00Z,"152.4646,-24.8223"
100,1584378106,Caretta caretta,1997-01-01T00:00:00Z,"152.4567,-24.825"
101,1584378105,Caretta caretta,1975-01-01T00:00:00Z,"152.4646,-24.8223"
102,1584378104,Caretta caretta,1998-01-01T00:00:00Z,"152.4333,-24.7983"
103,1584378103,Lepidochelys olivacea,1971-01-01T00:00:00Z,"152.4646,-24.8223"
104,1584378102,Lepidochelys olivacea,1975-01-01T00:00:00Z,"152.4646,-24.8223"
105,1584378101,Lepidochelys olivacea,1970-01-01T00:00:00Z,"152.4646,-24.8223"
106,1584378100,Caretta caretta,1979-01-01T00:00:00Z,"152.4646,-24.8223"
107,1584378099,Natator depressus,1976-01-01T00:00:00Z,"152.4646,-24.8223"
108,1584378098,Lepidochelys olivacea,1976-01-01T00:00:00Z,"152.4646,-24.8223"
109,1584378097,Caretta caretta,1976-01-01T00:00:00Z,"152.4367,-24.7914"
110,1584378096,Lepidochelys olivacea,1968-01-01T00:00:00Z,"152.4646,-24.8223"
111,1584378095,Natator depressus,1971-01-01T00:00:00Z,"152.4367,-24.7914"
112,1584378094,Caretta caretta,1968-01-01T00:00:00Z,"152.4367,-24.7914"
113,1584378093,Natator depressus,1977-01-01T00:00:00Z,"152.4646,-24.8223"
114,1584378092,Natator depressus,1975-01-01T00:00:00Z,"152.4646,-24.8223"
115,1584378091,Natator depressus,1972-01-01T00:00:00Z,"152.4367,-24.7914"
116,1584378090,Lepidochelys olivacea,1997-01-01T00:00:00Z,"152.4717,-24.87"
117,1584378089,Lepidochelys olivacea,1997-01-01T00:00:00Z,"152.4333,-24.7983"
118,1584378088,Lepidochelys olivacea,1975-01-01T00:00:00Z,"152.4367,-24.7914"
119,1584378087,Caretta caretta,1978-01-01T00:00:00Z,"152.4367,-24.7914"
120,1584378086,Caretta caretta,1977-01-01T00:00:00Z,"152.4646,-24.8223"
121,1584378085,Caretta caretta,1980-01-01T00:00:00Z,"152.4367,-24.7914"
122,1584378084,Caretta caretta,1974-01-01T00:00:00Z,"152.4646,-24.8223"
123,1584378083,Caretta caretta,1978-01-01T00:00:00Z,"152.4646,-24.8223"
124,1584378082,Caretta caretta,1971-01-01T00:00:00Z,"152.4646,-24.8223"
125,1584378081,Lepidochelys olivacea,1969-01-01T00:00:00Z,"152.4646,-24.8223"
126,1584378080,Caretta caretta,1999-01-01T00:00:00Z,"152.4928,-24.9204"
127,1584378079,Caretta caretta,1976-01-01T00:00:00Z,"152.4646,-24.8223"
128,1584378078,Chelonia mydas,1998-01-01T00:00:00Z,"152.4333,-24.7983"
129,1584378077,Natator depressus,1972-01-01T00:00:00Z,"152.4646,-24.8223"
130,1584378076,Eretmochelys imbricata,1997-01-01T00:00:00Z,"152.4717,-24.87"
131,1584378075,Caretta caretta,1973-01-01T00:00:00Z,"152.4646,-24.8223"
132,1584378074,Caretta caretta,1969-01-01T00:00:00Z,"152.4367,-24.7914"
133,1584378073,Natator depressus,1968-01-01T00:00:00Z,"152.4811,-24.866999999999997"
134,1584378072,Lepidochelys olivacea,1997-01-01T00:00:00Z,"152.4567,-24.825"
135,1584378071,Natator depressus,1979-01-01T00:00:00Z,"152.4646,-24.8223"
136,1584378070,Lepidochelys olivacea,1998-01-01T00:00:00Z,"152.4567,-24.825"
137,1584378069,Caretta caretta,1968-01-01T00:00:00Z,"152.4646,-24.8223"
138,1584378068,Caretta caretta,1972-01-01T00:00:00Z,"152.4646,-24.8223"
139,1584378067,Caretta caretta,1973-01-01T00:00:00Z,"152.4367,-24.7914"
140,1584378066,Natator depressus,1978-01-01T00:00:00Z,"152.4646,-24.8223"
141,1584378065,Natator depressus,1978-01-01T00:00:00Z,"152.4811,-24.866999999999997"
142,1584378064,Natator depressus,1970-01-01T00:00:00Z,"152.4646,-24.8223"
143,1584378063,Caretta caretta,1980-01-01T00:00:00Z,"152.4646,-24.8223"
144,1584378062,Natator depressus,1998-01-01T00:00:00Z,"152.4333,-24.7983"
145,1584378061,Natator depressus,1998-01-01T00:00:00Z,"152.4717,-24.87"
146,1584378060,Lepidochelys olivacea,1977-01-01T00:00:00Z,"152.4646,-24.8223"
147,1584378059,Lepidochelys olivacea,1975-01-01T00:00:00Z,"152.4172,-24.7721"
148,1584378058,Lepidochelys olivacea,1978-01-01T00:00:00Z,"152.4811,-24.866999999999997"
149,1584378057,Caretta caretta,1969-01-01T00:00:00Z,"152.4646,-24.8223"
150,1584378056,Lepidochelys olivacea,1980-01-01T00:00:00Z,"152.4172,-24.7721"
151,1584378055,Caretta caretta,1975-01-01T00:00:00Z,"152.4172,-24.7721"
152,1584378054,Natator depressus,1969-01-01T00:00:00Z,"152.4646,-24.8223"
153,1584378053,Lepidochelys olivacea,1977-01-01T00:00:00Z,"152.4172,-24.7721"
154,1584378052,Caretta caretta,1978-01-01T00:00:00Z,"152.4811,-24.866999999999997"
155,1584378051,Caretta caretta,1998-01-01T00:00:00Z,"152.4717,-24.87"
156,1584378050,Eretmochelys imbricata,1999-01-01T00:00:00Z,"152.4928,-24.9204"
157,1584378049,Caretta caretta,1997-01-01T00:00:00Z,"152.4928,-24.9204"
158,1584378048,Natator depressus,1973-01-01T00:00:00Z,"152.4646,-24.8223"
159,1584378047,Caretta caretta,1998-01-01T00:00:00Z,"152.4567,-24.825"
160,1584378046,Natator depressus,1997-01-01T00:00:00Z,"152.4567,-24.825"
161,1584378045,Chelonia mydas,1998-01-01T00:00:00Z,"152.4567,-24.825"
162,1584378044,Lepidochelys olivacea,1998-01-01T00:00:00Z,"152.4717,-24.87"
163,1584378043,Natator depressus,1971-01-01T00:00:00Z,"152.4646,-24.8223"
164,1584378042,Lepidochelys olivacea,1997-01-01T00:00:00Z,"152.4928,-24.9204"
165,1584378041,Chelonia mydas,1997-01-01T00:00:00Z,"152.4567,-24.825"
166,1584378040,Lepidochelys olivacea,1969-01-01T00:00:00Z,"152.4624,-24.8154"
167,1584378039,Natator depressus,1974-01-01T00:00:00Z,"152.4646,-24.8223"
168,1584378038,Natator depressus,1975-01-01T00:00:00Z,"152.4172,-24.7721"
169,1584378037,Lepidochelys olivacea,1978-01-01T00:00:00Z,"152.4172,-24.7721"
170,1584378036,Natator depressus,1968-01-01T00:00:00Z,"152.4172,-24.7721"
171,1584378035,Caretta caretta,1997-01-01T00:00:00Z,"152.4333,-24.7983"
172,1584378034,Natator depressus,1980-01-01T00:00:00Z,"152.4172,-24.7721"
173,1584378033,Natator depressus,1978-01-01T00:00:00Z,"152.4172,-24.7721"
174,1584378032,Natator depressus,1997-01-01T00:00:00Z,"152.4928,-24.9204"
175,1584378031,Lepidochelys olivacea,1977-01-01T00:00:00Z,"152.4624,-24.8154"
176,1584378030,Lepidochelys olivacea,1968-01-01T00:00:00Z,"152.4811,-24.866999999999997"
177,1584378029,Lepidochelys olivacea,1979-01-01T00:00:00Z,"152.4172,-24.7721"
178,1584378028,Caretta caretta,1978-01-01T00:00:00Z,"152.4172,-24.7721"
179,1584378027,Natator depressus,1979-01-01T00:00:00Z,"152.4172,-24.7721"
180,1584378026,Lepidochelys olivacea,1978-01-01T00:00:00Z,"152.4624,-24.8154"
181,1584378025,Lepidochelys olivacea,1999-01-01T00:00:00Z,"152.4928,-24.9204"
182,1584378024,Natator depressus,1969-01-01T00:00:00Z,"152.4172,-24.7721"
183,1584378023,Eretmochelys imbricata,1998-01-01T00:00:00Z,"152.4717,-24.87"
184,1584378022,Lepidochelys olivacea,1975-01-01T00:00:00Z,"152.4624,-24.8154"
185,1584378021,Natator depressus,1968-01-01T00:00:00Z,"152.4624,-24.8154"
186,1584378020,Caretta caretta,1978-01-01T00:00:00Z,"152.4624,-24.8154"
187,1584378019,Caretta caretta,1968-01-01T00:00:00Z,"152.4172,-24.7721"
188,1584378018,Natator depressus,1998-01-01T00:00:00Z,"152.4567,-24.825"
189,1584378017,Natator depressus,1997-01-01T00:00:00Z,"152.4717,-24.87"
190,1584378016,Natator depressus,1979-01-01T00:00:00Z,"152.4624,-24.8154"
191,1584378015,Lepidochelys olivacea,1968-01-01T00:00:00Z,"152.4172,-24.7721"
192,1584378014,Lepidochelys olivacea,1976-01-01T00:00:00Z,"152.4172,-24.7721"
193,1584378013,Natator depressus,1976-01-01T00:00:00Z,"152.4172,-24.7721"
194,1584378012,Caretta caretta,1970-01-01T00:00:00Z,"152.4646,-24.8223"
195,1584378011,Lepidochelys olivacea,1968-01-01T00:00:00Z,"152.4624,-24.8154"
196,1584378010,Natator depressus,1977-01-01T00:00:00Z,"152.4624,-24.8154"
197,1584378009,Caretta caretta,1977-01-01T00:00:00Z,"152.4172,-24.7721"
198,1584378008,Natator depressus,1975-01-01T00:00:00Z,"152.4624,-24.8154"
199,1584378007,Caretta caretta,1976-01-01T00:00:00Z,"152.4172,-24.7721"
200,1584378006,Natator depressus,1971-01-01T00:00:00Z,"152.4624,-24.8154"
201,1584378005,Natator depressus,1998-01-01T00:00:00Z,"152.4632,-24.8133"
202,1584378004,Lepidochelys olivacea,1969-01-01T00:00:00Z,"152.4172,-24.7721"
203,1584378003,Caretta caretta,1972-01-01T00:00:00Z,"152.4624,-24.8154"
204,1584378002,Caretta caretta,1969-01-01T00:00:00Z,"152.4624,-24.8154"
205,1584378001,Caretta caretta,1980-01-01T00:00:00Z,"152.4172,-24.7721"
206,1584378000,Caretta caretta,1974-01-01T00:00:00Z,"152.4624,-24.8154"
207,1584377999,Caretta caretta,1969-01-01T00:00:00Z,"152.4172,-24.7721"
208,1584377998,Lepidochelys olivacea,1999-01-01T00:00:00Z,"139.6467,-17.54"
209,1584377997,Lepidochelys olivacea,1999-01-01T00:00:00Z,"143.4013,-12.6799"
210,1584377996,Lepidochelys olivacea,1973-01-01T00:00:00Z,"152.4624,-24.8154"
211,1584377995,Natator depressus,1980-01-01T00:00:00Z,"152.4624,-24.8154"
212,1584377994,Natator depressus,1973-01-01T00:00:00Z,"152.4624,-24.8154"
213,1584377993,Natator depressus,1999-01-01T00:00:00Z,"152.4928,-24.9204"
214,1584377992,Lepidochelys olivacea,1974-01-01T00:00:00Z,"152.4624,-24.8154"
215,1584377991,Natator depressus,1978-01-01T00:00:00Z,"152.4624,-24.8154"
216,1584377990,Natator depressus,2000-01-01T00:00:00Z,"149.8805,-21.9956"
217,1584377989,Lepidochelys olivacea,1970-01-01T00:00:00Z,"152.4624,-24.8154"
218,1584377988,Eretmochelys imbricata,1997-01-01T00:00:00Z,"152.4928,-24.9204"
219,1584377987,Natator depressus,1977-01-01T00:00:00Z,"152.4172,-24.7721"
220,1584377986,Caretta caretta,1976-01-01T00:00:00Z,"152.4624,-24.8154"
221,1584377985,Lepidochelys olivacea,1979-01-01T00:00:00Z,"152.4624,-24.8154"
222,1584377984,Lepidochelys olivacea,1976-01-01T00:00:00Z,"152.4624,-24.8154"
223,1584377983,Lepidochelys olivacea,1998-01-01T00:00:00Z,"152.4632,-24.8133"
224,1584377982,Natator depressus,1974-01-01T00:00:00Z,"152.4624,-24.8154"
225,1584377981,Natator depressus,2000-01-01T00:00:00Z,"149.0794,-20.9783"
226,1584377980,Lepidochelys olivacea,2001-01-01T00:00:00Z,"149.8482,-22.002"
227,1584377979,Caretta caretta,1980-01-01T00:00:00Z,"152.4624,-24.8154"
228,1584377978,Lepidochelys olivacea,1972-01-01T00:00:00Z,"152.4624,-24.8154"
229,1584377977,Natator depressus,1997-01-01T00:00:00Z,"152.4632,-24.8133"
230,1584377976,Caretta caretta,1968-01-01T00:00:00Z,"152.4624,-24.8154"
231,1584377975,Caretta caretta,1998-01-01T00:00:00Z,"152.4632,-24.8133"
232,1584377974,Caretta caretta,1979-01-01T00:00:00Z,"152.4624,-24.8154"
233,1584377973,Lepidochelys olivacea,1971-01-01T00:00:00Z,"152.4624,-24.8154"
234,1584377972,Natator depressus,1976-01-01T00:00:00Z,"152.4624,-24.8154"
235,1584377971,Natator depressus,1972-01-01T00:00:00Z,"152.4624,-24.8154"
236,1584377970,Caretta caretta,1973-01-01T00:00:00Z,"152.4624,-24.8154"
237,1584377969,Caretta caretta,1979-01-01T00:00:00Z,"152.4172,-24.7721"
238,1584377968,Lepidochelys olivacea,2001-01-01T00:00:00Z,"149.851,-22.002"
239,1584377967,Lepidochelys olivacea,1998-01-01T00:00:00Z,"149.8667,-22.0"
240,1584377966,Lepidochelys olivacea,1980-01-01T00:00:00Z,"152.4624,-24.8154"
241,1584377965,Chelonia mydas,2001-01-01T00:00:00Z,"149.0794,-20.9783"
242,1584377964,Natator depressus,2001-01-01T00:00:00Z,"149.851,-22.002"
243,1584377963,Lepidochelys olivacea,2001-01-01T00:00:00Z,"149.8659,-22.0052"
244,1584377962,Lepidochelys olivacea,1979-01-01T00:00:00Z,"149.8512,-22.0045"
245,1584377961,Caretta caretta,1997-01-01T00:00:00Z,"152.4632,-24.8133"
246,1584377960,Natator depressus,2000-01-01T00:00:00Z,"149.8482,-22.002"
247,1584377959,Natator depressus,1999-01-01T00:00:00Z,"143.4013,-12.6799"
248,1584377958,Caretta caretta,1970-01-01T00:00:00Z,"152.4624,-24.8154"
249,1584377957,Caretta caretta,1975-01-01T00:00:00Z,"152.4624,-24.8154"
250,1584377956,Natator depressus,2001-01-01T00:00:00Z,"149.4725,-20.7451"
251,1584377955,Natator depressus,1970-01-01T00:00:00Z,"152.4624,-24.8154"
252,1584377954,Eretmochelys imbricata,2001-01-01T00:00:00Z,"149.843,-22.0054"
253,1584377953,Lepidochelys olivacea,2000-01-01T00:00:00Z,"149.8482,-22.002"
254,1584377952,Lepidochelys olivacea,2000-01-01T00:00:00Z,"149.8805,-21.9956"
255,1584377951,Lepidochelys olivacea,2001-01-01T00:00:00Z,"149.8805,-21.9956"
256,1584377950,Lepidochelys olivacea,2001-01-01T00:00:00Z,"149.878,-21.9927"
257,1584377949,Natator depressus,1999-01-01T00:00:00Z,"139.6467,-17.54"
258,1584377948,Natator depressus,1969-01-01T00:00:00Z,"152.4624,-24.8154"
259,1584377947,Lepidochelys olivacea,2000-01-01T00:00:00Z,"149.4725,-20.7451"
260,1584377946,Caretta caretta,1971-01-01T00:00:00Z,"152.4624,-24.8154"
261,1584377945,Lepidochelys olivacea,1997-01-01T00:00:00Z,"152.4632,-24.8133"
262,1584377944,Natator depressus,2000-01-01T00:00:00Z,"149.4725,-20.7451"
263,1584377943,Lepidochelys olivacea,1972-01-01T00:00:00Z,"149.8512,-22.0045"
264,1584377942,Natator depressus,2001-01-01T00:00:00Z,"149.0794,-20.9783"
265,1584377941,Lepidochelys olivacea,2000-01-01T00:00:00Z,"149.851,-22.002"
266,1584377940,Natator depressus,2001-01-01T00:00:00Z,"149.4708,-20.7423"
267,1584377939,Eretmochelys imbricata,2001-01-01T00:00:00Z,"149.0794,-20.9783"
268,1584377938,Natator depressus,2001-01-01T00:00:00Z,"149.4655,-20.7356"
269,1584377937,Natator depressus,1972-01-01T00:00:00Z,"149.8512,-22.0045"
270,1584377936,Natator depressus,2000-01-01T00:00:00Z,"149.4734,-20.7483"
271,1584377935,Natator depressus,2001-01-01T00:00:00Z,"149.8482,-22.002"
272,1584377934,Natator depressus,2000-01-01T00:00:00Z,"149.851,-22.002"
273,1584377933,Lepidochelys olivacea,2000-01-01T00:00:00Z,"149.878,-21.9927"
274,1584377932,Natator depressus,2000-01-01T00:00:00Z,"149.4731,-20.7468"
275,1584377931,Lepidochelys olivacea,2000-01-01T00:00:00Z,"149.8659,-22.0052"
276,1584377930,Lepidochelys olivacea,2000-01-01T00:00:00Z,"149.0794,-20.9783"
277,1584377929,Eretmochelys imbricata,1998-01-01T00:00:00Z,"148.95,-20.15"
278,1584377928,Eretmochelys imbricata,2001-01-01T00:00:00Z,"149.4655,-20.7356"
279,1584377927,Lepidochelys olivacea,2000-01-01T00:00:00Z,"149.843,-22.0054"
280,1584377926,Natator depressus,1979-01-01T00:00:00Z,"149.8512,-22.0045"
281,1584377925,Natator depressus,2000-01-01T00:00:00Z,"149.8659,-22.0052"
282,1584377924,Caretta caretta,1977-01-01T00:00:00Z,"152.4624,-24.8154"
283,1584377923,Eretmochelys imbricata,2001-01-01T00:00:00Z,"149.4657,-20.7312"
284,1584377922,Natator depressus,2001-01-01T00:00:00Z,"149.8805,-21.9956"
285,1584377921,Lepidochelys olivacea,1979-01-01T00:00:00Z,"149.0254,-20.2566"
286,1584377920,Lepidochelys olivacea,1970-01-01T00:00:00Z,"149.8512,-22.0045"
287,1584377919,Natator depressus,2000-01-01T00:00:00Z,"149.843,-22.0054"
288,1584377918,Natator depressus,2001-01-01T00:00:00Z,"149.878,-21.9927"
289,1584377917,Eretmochelys imbricata,2001-01-01T00:00:00Z,"150.2545,-22.2032"
290,1584377916,Natator depressus,2000-01-01T00:00:00Z,"149.49,-21.8309"
291,1584377915,Natator depressus,2000-01-01T00:00:00Z,"149.4662,-20.7288"
292,1584377914,Natator depressus,1998-01-01T00:00:00Z,"148.95,-20.15"
293,1584377913,Lepidochelys olivacea,2000-01-01T00:00:00Z,"149.4731,-20.7468"
294,1584377912,Eretmochelys imbricata,1929-01-01T00:00:00Z,"149.05,-20.45"
295,1584377911,Lepidochelys olivacea,2000-01-01T00:00:00Z,"149.849,-22.1493"
296,1584377910,Lepidochelys olivacea,2000-01-01T00:00:00Z,"149.4734,-20.7483"
297,1584377909,Eretmochelys imbricata,2001-01-01T00:00:00Z,"149.4725,-20.7451"
298,1584377908,Natator depressus,2001-01-01T00:00:00Z,"149.4657,-20.7312"
299,1584377907,Natator depressus,1979-01-01T00:00:00Z,"149.0254,-20.2566"
300,1584377906,Natator depressus,1997-01-01T00:00:00Z,"149.8667,-22.0"
301,1584377905,Natator depressus,2000-01-01T00:00:00Z,"149.878,-21.9927"
302,1584377904,Lepidochelys olivacea,2000-01-01T00:00:00Z,"149.4657,-20.7312"
303,1584377903,Lepidochelys olivacea,1999-01-01T00:00:00Z,"139.4362,-16.6981"
304,1584377902,Lepidochelys olivacea,2000-01-01T00:00:00Z,"149.4662,-20.7288"
305,1584377901,Lepidochelys olivacea,1999-01-01T00:00:00Z,"139.2872,-16.748"
306,1584377900,Natator depressus,1970-01-01T00:00:00Z,"149.8512,-22.0045"
307,1584377899,Natator depressus,1999-01-01T00:00:00Z,"139.5958,-17.1347"
308,1584377898,Lepidochelys olivacea,1997-01-01T00:00:00Z,"149.8667,-22.0"
309,1584377897,Chelonia mydas,1998-01-01T00:00:00Z,"148.95,-20.15"
310,1584377896,Natator depressus,2001-01-01T00:00:00Z,"149.8659,-22.0052"
311,1584377895,Natator depressus,2000-01-01T00:00:00Z,"149.4655,-20.7356"
312,1584377894,Chelonia mydas,2001-01-01T00:00:00Z,"149.4657,-20.7312"
313,1584377893,Lepidochelys olivacea,1998-01-01T00:00:00Z,"148.95,-20.15"
