latitude,longitude
-10.4667,143.125
-9.8417,143.5133
-10.2117,142.1467
-10.18,142.175
-10.3283,142.0933
-10.3567,142.105
-10.6417,143.025
-10.1683,142.18
-10.1683,142.18
-10.7667,142.21
-10.2233,142.06
-10.2733,142.1033
-10.3567,142.105
-9.95,142.21
-10.7067,142.595
-9.9683,142.2117
-10.2483,142.0633
-19.0833,146.4667
-10.2117,142.1467
-10.6,142.635
-10.2183,142.0617
-10.2,142.1167
-10.795,142.9717
-10.7167,142.37
-10.7083,142.35
-10.2183,142.0617
-10.8467,142.3483
-10.795,142.9717
-10.8467,142.3483
-10.22,142.0533
-10.6417,143.025
-10.7083,142.35
-10.2267,142.1533
-10.7167,142.37
-9.965,142.2083
-10.18,142.175
-10.7667,142.21
-10.6917,142.28
-10.7233,142.6233
-10.7283,142.6217
-9.95,142.21
-10.1683,142.18
-10.2783,142.1017
-10.7067,142.595
-9.9567,142.21
-19.3041,147.3902
-21.6018,149.8251
-10.2733,142.1033
-10.3567,142.105
-10.7717,142.3867
-10.245,142.0833
-10.6917,142.28
-10.2033,142.17
-10.2,142.1167
-10.545,142.19
-10.7117,142.595
-10.3533,142.1067
-10.2667,142.07
-10.4667,143.125
-10.225,142.0667
-10.22,142.0533
-10.7717,142.3867
-10.2783,142.1017
-21.6018,149.8251
-10.3283,142.0933
-10.6417,143.025
-10.245,142.0833
-10.545,142.19
-9.8417,143.5133
-22.1281,149.541
-19.0333,146.6333
-9.9567,142.21
-10.2667,142.07
-19.15,146.8333
-10.2267,142.1533
-19.192,146.7719
-18.3709,146.2474
-10.2733,142.1033
-10.4667,143.125
-19.192,146.7719
-10.2483,142.0633
-10.0283,142.1283
-10.2183,142.0617
-10.2117,142.1467
-21.6033,149.8253
-18.6615,146.4528
-9.965,142.2083
-10.3533,142.055
-10.22,142.0633
-19.2417,146.8055
-10.3533,142.1067
-19.192,146.7719
-19.2752,147.0494
-20.6972,149.1983
-20.5506,149.0955
-19.192,146.7719
-18.3709,146.2474
-20.6882,149.1992
-19.3333,147.0333
-9.9683,142.2117
-19.0833,146.4667
-21.6033,149.8253
-19.1667,147.0167
-19.15,146.8333
-19.2417,146.8055
-20.6972,149.1983
-19.192,146.7719
-10.3533,142.055
-20.6972,149.1983
-19.0833,146.4667
-10.2,142.1733
-9.8417,143.5133
-19.2733,146.8339
-19.15,146.8333
-10.7435,142.2222
-20.546999999999997,149.0963
-20.9482,149.7329
-19.2733,146.8339
-19.3041,147.3902
-20.7032,149.2017
-18.6615,146.4528
-21.6066,149.8265
-11.0262,142.7543
-20.7001,149.19799999999998
-19.1667,147.0167
-20.9058,150.034
-20.5433,149.1185
-19.2752,147.0494
-20.5452,149.1177
-21.6574,149.8351
-20.6882,149.1992
-19.3333,147.0333
-19.3333,147.0333
-19.0333,146.6333
-21.6066,149.8265
-19.1667,147.0167
-19.15,146.8333
-20.5452,149.1177
-19.3041,147.3902
-20.7001,149.19799999999998
-11.0262,142.7543
-20.5481,149.1042
-20.9108,150.0311
-20.5433,149.1185
-22.1281,149.541
-21.6054,149.5028
-20.5516,149.11
-22.2411,150.1214
-20.5506,149.0955
-21.6574,149.8351
-20.9058,150.034
-20.6972,149.1983
-10.9995,142.75799999999998
-20.6899,148.7313
-19.192,146.7719
-21.6054,149.5028
-19.1667,147.0167
-22.1395,149.9386
-22.1395,149.9386
-20.7032,149.2017
-20.6882,149.1992
-20.6899,148.7313
-20.5464,149.1088
-20.9482,149.7329
-22.1481,150.0626
-10.9995,142.75799999999998
-20.9061,150.0278
-21.5986,149.4844
-20.6899,148.7313
-21.5986,149.4844
-21.99,149.81
-20.5481,149.1042
-22.2587,150.1472
-20.9117,150.0307
-21.99,149.81
-22.2352,150.1104
-10.7435,142.2222
-20.6882,149.1992
-20.546999999999997,149.0963
-20.9117,150.0307
-20.5516,149.11
-22.1481,150.0626
-22.1481,150.0626
-20.9081,150.032
-20.9108,150.0311
-11.0039,142.7447
-22.2552,150.1424
-20.6899,148.7313
-20.9081,150.032
-22.1805,150.0867
-22.230999999999998,150.2663
-22.1481,150.0626
-22.1481,150.0626
-22.2352,150.1104
-22.2347,150.3134
-22.1333,150.0
-22.2411,150.1214
-21.5986,149.4844
-22.146,150.067
-11.9964,143.1829
-22.230999999999998,150.2663
-11.0039,142.7447
-20.9061,150.0278
-11.9964,143.1829
-22.1789,150.091
-22.2294,150.2598
-21.4758,149.3886
-20.5464,149.1088
-22.1333,150.0
-21.99,149.81
-21.99,149.81
-21.98,150.17
-22.2411,150.1214
-22.146,150.067
-22.2347,150.3134
-22.329,150.3115
-22.1295,150.0435
-22.2294,150.2598
-22.3428,150.2579
-22.155,150.0676
-22.238000000000003,150.3053
-22.155,150.0676
-22.2294,150.2598
-22.2368,150.3227
-22.1322,150.0474
-21.4758,149.3886
-22.1877,150.0937
-22.2552,150.1424
-22.2647,150.1494
-22.2499,150.3036
-21.5986,149.4844
-22.1789,150.091
-22.1877,150.0937
-22.1793,150.0893
-22.238000000000003,150.3053
-22.3094,150.30200000000002
-22.3428,150.2579
-22.1295,150.0435
-22.1805,150.0867
-22.363000000000003,150.2536
-22.1793,150.0893
-21.65,152.37
-21.65,152.38
-22.3222,150.189
-22.238000000000003,150.3053
-22.2587,150.1472
-22.2405,150.2959
-22.1328,150.0585
-21.98,150.17
-22.2317,150.2731
-22.1322,150.0474
-22.1574,150.0784
-22.2317,150.2731
-22.1805,150.0867
-22.1481,150.0626
-22.1805,150.0867
-22.1322,150.0513
-22.1805,150.0867
-22.2499,150.3036
-22.136999999999997,150.0592
-22.1805,150.0867
-22.1725,150.0864
-22.1805,150.0867
-22.2647,150.1494
-21.78,152.45
-21.2833,152.3333
-22.3094,150.30200000000002
-22.3617,152.7117
-21.98,152.47
-22.2467,150.3189
-22.329,150.3115
-22.2518,150.1331
-22.136999999999997,150.0592
-22.2467,150.3189
-22.329,150.3115
-22.329,150.3115
-21.98,152.47
-22.1574,150.0784
-22.2518,150.1331
-22.1725,150.0864
-21.65,152.37
-21.78,152.45
-22.363000000000003,150.2536
-22.1405,150.0612
-21.65,152.38
-21.98,152.47
-22.2405,150.2959
-22.1805,150.0867
-22.3933,152.605
-22.2193,150.0998
-22.1405,150.0612
-21.9833,152.4667
-21.78,152.45
-21.75,152.4167
-22.1295,150.0435
-22.1606,150.0816
-22.2193,150.0998
-21.75,152.4167
-21.2333,151.85
-21.8167,152.2333
-21.78,152.45
-22.2193,150.0998
-22.1328,150.0585
-21.2333,151.85
-21.7167,152.4167
-22.3617,152.7117
-21.8,152.42
-21.65,152.37
-22.1606,150.0816
-22.2368,150.3227
-21.9833,152.4667
-22.1322,150.0513
-22.3933,152.605
-21.65,152.3833
-26.8,153.15
-21.65,152.37
-21.8,152.42
-21.7167,152.4167
-21.8,152.42
-21.5,152.0
-21.5,152.0
-26.7883,153.14
-26.8,153.15
-21.8,152.42
-21.65,152.38
-21.2833,152.3333
-22.3483,152.7183
-22.3483,152.7183
-21.65,152.3667
-12.7821,143.4102
-21.1,152.4833
-21.7167,152.4167
-21.65,152.3667
-21.8167,152.2333
-21.8167,152.2333
-21.65,152.38
-22.1295,150.0435
-16.4001,141.2909
-20.9236,149.4298
-21.65,152.3667
-21.75,152.4167
-21.98,152.47
-21.7833,152.45
-22.3933,152.605
-22.3617,152.7117
-21.9833,152.4667
-21.7833,152.45
-21.7833,152.45
-20.9162,149.4265
-20.5548,149.0771
-21.65,152.3833
-22.3483,152.7183
-21.65,152.3833
-21.75,152.4167
-20.9236,149.4298
-16.4001,141.2909
-21.65,152.3667
-21.1,152.4833
-22.154,149.5557
-21.9833,152.4667
-21.7833,152.45
-21.1,152.4833
-20.8268,148.8378
-12.7821,143.4102
-21.7167,152.4167
-20.9107,149.4243
-20.9324,149.4348
-21.8,152.4167
-22.1651,149.5587
-26.8,153.15
-21.8167,152.2333
-21.8,152.4167
-20.9162,149.4265
-21.8,152.4167
-20.8268,148.8378
-21.8167,152.2333
-21.5217,150.1465
-21.8,152.4167
-26.8,153.15
-20.9324,149.4348
-15.3585,141.5462
-26.7883,153.14
-17.6516,140.4541
-20.5548,149.0771
-21.7833,152.45
-21.65,152.3833
-20.9103,149.4428
-21.75,152.4167
-21.65,152.3833
-21.7324,149.4554
-12.7608,143.3739
-21.9808,149.4841
-15.3585,141.5462
-21.7519,150.4311
-20.7731,148.8097
-20.8268,148.8378
-20.7731,148.8097
-22.154,149.5557
-21.4777,149.9238
-21.5295,150.1537
-22.1651,149.5587
-20.9324,149.4348
-21.1044,149.9333
-21.8,152.4167
-21.7324,149.4554
-20.9162,149.4265
-21.9808,149.4841
-12.7608,143.3739
-26.7883,153.14
-21.7543,150.4122
-21.5233,150.1485
-20.9236,149.4298
-21.9808,149.4841
-20.8268,148.8378
-26.7883,153.14
-21.7731,150.4347
-21.5329,150.1516
-21.5233,150.1485
-17.6516,140.4541
-20.9093,149.43200000000002
-20.9236,149.4298
-21.7731,150.4347
-20.5902,149.1107
-20.9162,149.4265
-20.6348,148.7229
-21.7648,150.4386
-20.6348,148.7229
-21.5329,150.1516
-20.7591,149.4315
-21.4777,149.9238
-21.7324,149.4554
-16.6934,141.2037
-21.7519,150.4311
-21.7628,150.4289
-20.5847,149.1118
-20.9093,149.43200000000002
-20.7662,149.4333
-20.9103,149.4428
-20.9107,149.4243
-21.5295,150.1537
-20.6348,148.7229
-21.7648,150.4386
-21.9808,149.4841
-21.7543,150.4249
-21.0985,149.2424
-10.995,142.7454
-21.5217,150.1465
-21.5212,150.1484
-21.5212,150.1484
-24.3167,151.9667
-20.9324,149.4348
-20.7683,149.4356
-24.3167,151.9667
-16.6934,141.2037
-21.0019,149.1397
-20.7598,149.4285
-21.7573,150.4281
-20.6348,148.7229
-20.7598,149.4285
-21.7628,150.4289
-21.853,150.1317
-20.4833,149.0833
-21.853,150.1317
-24.3167,151.9667
-20.9897,149.7968
-20.9897,149.7968
-21.7573,150.4281
-10.9626,142.7146
-21.1044,149.9333
-21.7543,150.4249
-24.3167,151.9667
-10.9835,142.1241
-20.5847,149.1118
-20.7027,149.2074
-24.3167,151.9667
-24.3167,151.9667
-24.3167,151.9667
-20.4833,149.0833
-24.3167,151.9667
-20.7578,149.4291
-20.767,149.4354
-21.7324,149.4554
-24.3167,151.9667
-24.3167,151.9667
-10.9835,142.1241
-21.7543,150.4122
-21.5333,150.2356
-24.3167,151.9667
-20.7591,149.4315
-20.7027,149.2074
-20.5902,149.1107
-24.3167,151.9667
-24.3167,151.9667
-20.7683,149.4356
-21.0019,149.1397
-10.9626,142.7146
-24.3167,151.9667
-24.3167,151.9667
-24.3167,151.9667
-24.3167,151.9667
-21.5333,150.2356
-20.7578,149.4291
-24.3167,151.9667
-24.3167,151.9667
-21.0019,149.1397
-21.7492,149.5862
-21.0985,149.2424
-24.3167,151.9667
-24.3167,151.9667
-20.767,149.4354
-20.4833,149.0833
-21.0019,149.1397
-10.995,142.7454
-20.7662,149.4333
-24.3167,151.9667
-24.3167,151.9667
-24.3167,151.9667
-24.3167,151.9667
-24.3167,151.9667
-24.3167,151.9667
-24.3167,151.9667
-24.3167,151.9667
-24.3167,151.9667
-24.25,151.94
-21.7492,149.5862
-24.3167,151.9667
-24.3167,151.9667
-24.4383,152.0067
-24.3167,151.9667
-24.3167,151.9667
-24.3167,151.9667
-24.4394,152.0074
-24.4394,152.0074
-24.3167,151.9667
-24.4383,152.0067
-24.3167,151.9667
-20.4833,149.0833
-24.3167,151.9667
-24.3167,151.9667
-24.4394,152.0074
-24.3167,151.9667
-24.4394,152.0074
-24.3167,151.9667
-24.3167,151.9667
-24.25,151.94
-24.25,151.94
-24.4394,152.0074
-24.25,151.94
-27.4283,153.525
-24.3167,151.9667
-27.4283,153.525
-24.3167,151.9667
-27.4283,153.525
-24.4394,152.0074
-24.3167,151.9667
-24.3167,151.9667
-24.3167,151.9667
-24.3167,151.9667
-24.3167,151.9667
-24.3167,151.9667
-24.3167,151.9667
-24.3167,151.9667
-27.51,153.5059
-24.25,151.94
-24.3167,151.9667
-24.3167,151.9667
-24.25,151.94
-27.0333,153.4667
-27.0533,153.45
-27.416999999999998,153.533
-24.25,151.94
-24.7,153.2667
-24.4383,152.0067
-27.0333,153.4667
-24.25,151.94
-24.2523,151.935
-24.7333,152.3333
-24.3167,151.9667
-24.3167,151.9667
-24.3167,151.9667
-24.7,153.2667
-24.3167,151.9667
-24.3167,151.9667
-24.3167,151.9667
-24.4394,152.0074
-24.7,153.2667
-27.416999999999998,153.533
-24.4383,152.0067
-24.7333,152.3333
-27.4283,153.525
-24.4394,152.0074
-26.7,153.1333
-24.25,151.94
-24.4394,152.0074
-27.4283,153.525
-27.4283,153.525
-24.7333,152.3333
-24.25,151.94
-27.51,153.5059
-24.4394,152.0074
-24.17,151.8333
-24.4394,152.0074
-24.4394,152.0074
-27.09,153.21
-27.51,153.5059
-24.7,153.2667
-24.7,153.2667
-26.7,153.1333
-24.7,153.2667
-24.18,151.89
-24.4383,152.0067
-24.2523,151.935
-24.7,153.2667
-26.7,153.1333
-27.416999999999998,153.533
-24.7333,152.3333
-24.2523,151.935
-27.0533,153.45
-24.7333,152.3333
-27.0533,153.45
-24.25,151.94
-10.7632,142.3928
-24.18,151.89
-24.18,151.89
-24.18,151.88
-24.18,151.89
-27.4283,153.525
-27.0533,153.45
-24.2523,151.935
-24.7333,152.3333
-24.18,151.89
-24.18,151.89
-10.7632,142.3928
-24.17,151.8333
-27.0333,153.4667
-24.17,151.8333
-24.18,151.89
-24.7333,152.3333
-10.8406,142.3175
-24.18,151.89
-24.18,151.89
-24.18,151.89
-24.7333,152.3333
-27.4283,153.525
-10.7422,142.409
-24.7333,152.3333
-24.7,153.2667
-10.7684,142.3857
-27.09,153.21
-10.7268,142.41299999999998
-24.17,151.8333
-24.17,151.8333
-27.0333,153.4667
-10.7422,142.409
-27.09,153.21
-10.7268,142.41299999999998
-10.7632,142.3928
-24.7333,152.3333
-10.7581,142.3762
-10.7552,142.4152
-24.17,151.8333
-24.17,151.8333
-24.18,151.89
-10.845999999999998,142.3631
-10.845999999999998,142.3665
-10.845999999999998,142.3631
-10.7552,142.4152
-24.18,151.89
-10.8406,142.3175
-24.18,151.88
-10.7268,142.41299999999998
-24.18,151.88
-24.18,151.89
-26.7,153.1333
-10.845999999999998,142.3665
-10.776,142.3918
-24.18,151.89
-24.18,151.89
-24.18,151.89
-24.18,151.89
-10.7684,142.3857
-24.18,151.89
-10.776,142.3918
-24.18,151.89
-24.18,151.89
-20.8675,149.5894
-10.7684,142.3857
-10.7234,142.4253
-24.18,151.89
-10.720999999999998,142.4275
-10.7234,142.4253
-10.7684,142.3857
-24.18,151.89
-10.7234,142.4253
-21.2561,149.2391
-10.8406,142.3175
-10.7581,142.3762
-10.7632,142.3928
-10.748,142.4208
-10.8387,142.3483
-10.7422,142.409
-10.8368,142.3806
-24.18,151.89
-10.7268,142.41299999999998
-10.7988,142.4006
-10.7581,142.3762
-24.18,151.89
-10.8368,142.3806
-10.7422,142.409
-10.845999999999998,142.3631
-10.7581,142.3762
-21.3219,149.2925
-21.2561,149.2391
-12.3646,143.2142
-20.9032,149.4317
-10.748,142.4208
-20.9032,149.4317
-10.748,142.4208
-10.845999999999998,142.3631
-20.8675,149.5894
-10.8387,142.3483
-10.776,142.3918
-10.7552,142.4152
-20.8703,149.5785
-23.815,151.3883
-10.845999999999998,142.3665
-10.776,142.3918
-10.8406,142.3175
-20.8664,149.6054
-10.8387,142.3483
-21.2602,149.2329
-10.8387,142.3483
-10.720999999999998,142.4275
-20.8675,149.5894
-21.3219,149.2925
-21.2325,149.207
-10.720999999999998,142.4275
-21.2602,149.2329
-10.845999999999998,142.3665
-10.748,142.4208
-21.2325,149.207
-21.2602,149.2329
-20.8701,149.5996
-13.7715,143.537
-10.7234,142.4253
-21.2325,149.207
-10.720999999999998,142.4275
-10.7988,142.4006
-11.0526,142.7674
-23.1333,150.75
-21.1753,149.2636
-10.7988,142.4006
-10.7552,142.4152
-20.8664,149.6054
-21.3133,149.2924
-10.8368,142.3806
-10.8368,142.3806
-12.9632,143.5117
-21.0216,150.0792
-12.9632,143.5117
-10.0782,142.0943
-11.8909,143.1067
-11.8909,143.1067
-20.8701,149.5996
-23.3442,150.9357
-20.8675,149.5894
-13.0096,143.5136
-22.0553,149.6131
-23.3442,150.9357
-12.5911,143.4156
-20.8479,149.6034
-20.8703,149.5785
-20.8664,149.6054
-23.815,151.3883
-13.7715,143.537
-12.3646,143.2142
-23.5,150.86
-10.7988,142.4006
-22.0605,149.9129
-21.2602,149.2329
-20.8664,149.6054
-21.2561,149.2391
-23.815,151.3883
-12.8875,143.5456
-23.3333,150.9333
-21.2325,149.207
-23.3333,150.9333
-22.0605,149.9129
-23.1333,150.75
-11.0526,142.7674
-22.0553,149.6131
-23.3442,150.9357
-20.5815,148.862
-20.8479,149.6034
-23.27,150.82
-20.8645,148.9431
-23.3333,150.9333
-23.07,150.9
-21.2561,149.2391
-23.1333,150.75
-21.0216,150.0792
-11.8936,143.0958
-11.8936,143.0958
-21.3133,149.2924
-13.0096,143.5136
-23.27,150.82
-21.8,150.15
-23.3442,150.9357
-23.0817,150.9117
-23.27,150.82
-23.27,150.82
-21.1753,149.2636
-23.3333,150.9333
-23.3333,150.8
-23.1833,150.9667
-23.4915,150.9762
-23.1333,150.75
-12.8875,143.5456
-10.0782,142.0943
-23.0817,150.9117
-23.4915,150.9762
-23.1333,150.75
-20.61,148.8671
-12.5911,143.4156
-21.8,150.15
-23.3333,150.8
-22.69,150.81
-12.6189,143.4469
-23.27,150.82
-23.27,150.82
-22.69,150.81
-20.4736,148.7517
-20.9656,150.0703
-12.6228,143.4616
-23.5,150.86
-21.6762,149.637
-20.61,148.8671
-20.61,148.8671
-20.5997,148.8781
-20.5997,148.8781
-23.4915,150.9762
-23.3333,150.8
-23.1333,150.75
-23.5,150.86
-23.07,150.9
-23.4494,151.0574
-20.8721,148.9597
-23.1833,150.9667
-10.6969,142.4914
-12.6228,143.4616
-23.0817,150.9117
-21.3726,149.6568
-20.5815,148.862
-23.27,150.82
-20.5997,148.8781
-21.9329,149.6424
-23.3333,150.8
-20.8645,148.9431
-20.4736,148.7517
-10.8398,142.3785
-21.9591,149.5981
-21.4353,149.8205
-11.8191,142.85299999999998
-23.27,150.82
-20.866999999999997,148.9601
-20.5815,148.862
-20.5997,148.8781
-23.3333,150.8
-21.3772,149.6599
-21.9868,149.8455
-21.6762,149.637
-20.5815,148.862
-10.7143,142.5004
-20.4717,148.7709
-23.3333,150.8
-21.9361,149.6513
-21.3726,149.6568
-20.61,148.8671
-12.6189,143.4469
-22.1105,150.0211
-21.9937,149.8465
-20.8721,148.9597
-22.1075,150.0141
-10.8398,142.3785
-20.4736,148.7517
-21.9329,149.6424
-21.9361,149.6513
-20.866999999999997,148.9601
-21.9971,149.8487
-21.9953,149.8473
-21.9937,149.8465
-20.4717,148.7709
-23.27,150.82
-21.9329,149.6424
-10.7001,142.5129
-21.9333,149.6525
-21.3777,149.6603
-11.8191,142.85299999999998
-21.824,149.7993
-21.9591,149.5981
-21.9333,149.6525
-21.9971,149.8487
-10.7196,142.4595
-10.7162,142.4455
-21.3777,149.6603
-22.1075,150.0141
-23.4494,151.0574
-21.9909,149.8454
-21.9329,149.6424
-10.6969,142.4914
-21.9953,149.8473
-10.7162,142.4455
-10.7001,142.5129
-21.9868,149.8455
-20.9656,150.0703
-21.4353,149.8205
-10.7131,142.4415
-10.7143,142.5004
-21.9333,149.6525
-21.3772,149.6599
-21.9909,149.8454
-10.7196,142.4595
-10.7131,142.4415
-22.1128,150.0344
-22.1105,150.0211
-21.824,149.7949
-11.1338,142.7909
-10.6969,142.4914
-21.9361,149.6513
-10.7066,142.5115
-22.1128,150.0344
-10.7066,142.5115
-21.8408,149.8052
-10.7078,142.4881
-10.7066,142.5115
-21.3382,149.2964
-21.824,149.7993
-21.3088,149.6629
-10.7001,142.5129
-21.9361,149.6513
-21.6563,150.244
-10.7001,142.5129
-10.7131,142.4415
-21.9333,149.6525
-10.7153,142.4083
-12.5967,143.4106
-10.7078,142.4881
-10.7196,142.4595
-10.7066,142.5115
-10.7196,142.4595
-10.6969,142.4914
-21.5225,150.2546
-21.358,149.6728
-21.5229,150.2495
-10.7162,142.4455
-21.744,150.3033
-10.7143,142.5004
-21.67,150.29399999999998
-20.6785,149.1012
-10.7377,142.2544
-10.7078,142.4881
-21.6563,150.244
-21.8408,149.8052
-21.8345,149.7972
-21.5266,150.2535
-21.3382,149.2964
-10.7162,142.4455
-21.3382,149.2964
-10.7078,142.4881
-21.5192,150.2443
-22.1475,149.5981
-21.8345,149.7972
-21.358,149.6728
-12.5967,143.4106
-21.7331,150.3521
-11.1338,142.7909
-22.1475,149.5981
-10.7131,142.4415
-21.358,149.6728
-21.5256,150.2593
-20.6785,149.1012
-21.6788,150.2788
-21.358,149.6728
-21.5192,150.2443
-10.7377,142.2544
-21.744,150.3033
-21.7428,150.3184
-21.5229,150.2495
-21.6559,150.2209
-21.744,150.3033
-21.7331,150.3521
-21.8268,149.7991
-20.683000000000003,149.0965
-10.7143,142.5004
-21.5256,150.2593
-21.3382,149.2964
-21.6563,150.244
-21.6538,150.3385
-20.683000000000003,149.0965
-21.67,150.29399999999998
-21.6853,150.2745
-21.3088,149.6629
-21.744,150.3033
-21.7464,150.2995
-21.6767,150.3424
-21.6655,150.3263
-21.6853,150.2863
-12.5152,143.2886
-21.6535,150.2288
-21.7321,150.3595
-21.6748,150.2942
-21.6593,150.2233
-21.824,149.7949
-21.5229,150.2495
-21.6788,150.2788
-21.5266,150.2535
-21.5266,150.2535
-21.6538,150.3385
-21.8268,149.7991
-21.0155,149.8995
-21.7428,150.3184
-21.7331,150.3521
-21.6655,150.3263
-21.6559,150.2209
-21.6765,150.268
-21.7321,150.3595
-21.6741,150.2948
-21.7495,150.2884
-21.5256,150.2593
-21.0167,149.9
-21.7464,150.2995
-21.7364,150.3144
-21.0155,149.8995
-21.5225,150.2546
-21.6853,150.2745
-21.6199,150.2469
-21.6788,150.2788
-21.0155,149.8995
-21.7698,150.32399999999998
-21.685,150.2743
-21.5225,150.2546
-21.6765,150.268
-21.6741,150.2948
-12.5152,143.2886
-11.2925,142.8178
-21.6527,150.2258
-21.6698,150.3351
-21.0029,149.1648
-21.7321,150.3595
-22.2333,150.2869
-21.6535,150.2288
-12.4986,143.2703
-21.7428,150.3184
-21.6595,150.3225
-21.0029,149.1648
-20.8501,148.9323
-21.6767,150.3424
-21.6698,150.3351
-12.1734,143.0917
-21.685,150.2743
-21.0252,149.9119
-21.6748,150.2942
-21.7331,150.3521
-21.497,149.9285
-21.6853,150.2863
-21.66,150.3244
-21.7698,150.32399999999998
-21.6698,150.3351
-21.0059,149.8947
-21.682,150.2843
-21.6595,150.3225
-10.0294,142.1276
-13.5452,143.5862
-21.7331,149.4791
-21.6527,150.2258
-21.8142,149.4442
-21.7364,150.3144
-21.0155,149.8995
-21.8142,149.4442
-21.66,150.3244
-21.6655,150.3263
-21.6002,149.7832
-21.6593,150.2233
-21.497,149.9285
-21.0252,149.9119
-21.4942,149.8927
-21.0167,149.9
-11.45,143.0333
-21.0167,149.9
-21.0155,149.8995
-11.2925,142.8178
-21.7331,149.4791
-21.0033,149.8867
-22.0336,149.5193
-12.4986,143.2703
-20.8501,148.9323
-11.4667,143.0333
-11.45,143.0333
-21.6199,150.2469
-13.9765,144.5038
-11.3874,142.8656
-21.2682,149.6286
-21.7495,150.2884
-21.7331,149.4791
-11.3874,142.8656
-22.0336,149.5193
-11.45,143.0333
-22.2333,150.2869
-21.7331,149.4791
-21.0033,149.8867
-21.682,150.2843
-12.8503,143.4485
-12.1734,143.0917
-11.4483,143.0333
-12.8503,143.4485
-13.5452,143.5862
-22.0336,149.5193
-17.0,150.0
-11.45,143.0333
-21.2682,149.6286
-13.9667,143.8333
-21.8142,149.4442
-21.8142,149.4442
-21.0059,149.8947
-11.9383,143.4867
-21.5725,149.48
-21.5725,149.48
-11.109000000000002,143.016
-11.4483,143.0333
-11.45,143.0333
-11.1133,143.0183
-11.92,143.4783
-11.1133,143.0183
-12.6291,143.4433
-11.45,143.0333
-21.6002,149.7832
-10.0294,142.1276
-17.0,150.0
-11.4667,143.0333
-21.5725,149.48
-11.1133,143.0183
-13.9765,144.5038
-11.92,143.4783
-21.4942,149.8927
-11.45,143.0333
-11.1167,143.0333
-11.4483,143.0333
-12.6291,143.4433
-21.5725,149.48
-11.4667,143.0333
-11.3874,142.8656
-11.705,143.18
-11.6,144.0167
-11.6,144.0167
-11.4667,143.0333
-11.6,144.0167
-11.92,143.4783
-11.9033,143.4667
-11.9383,143.4867
-22.0336,149.5193
-13.9765,144.5038
-13.9765,144.5038
-11.7,143.1833
-11.1167,143.0333
-17.0,150.0
-11.6,144.0167
-11.1167,143.0333
-17.0,150.0
-11.1167,143.0333
-11.3874,142.8656
-11.9033,143.4667
-11.9033,143.4667
-11.6,144.0167
-11.9033,143.4667
-11.45,143.0333
-11.9383,143.4867
-11.7,143.1833
-11.6,144.0167
-11.4483,143.0333
-11.6,144.0167
-13.9667,143.8333
-11.6,144.0167
-11.1167,143.0333
-11.6,144.0167
-11.1167,143.0333
-11.7,143.1833
-11.6,144.0167
-11.705,143.18
-11.6,144.0167
-11.1133,143.0183
-11.1167,143.0333
-11.6,144.0167
-11.6,144.0167
-11.109000000000002,143.016
-11.6,144.0167
-11.7,143.1833
-13.9667,143.8333
-11.6,144.0167
-11.705,143.18
-11.6,144.02
-11.705,143.18
-11.6,144.0167
-11.6,144.02
-11.6,144.0167
-11.6,144.0167
-11.6,144.0167
-11.6,144.0167
-11.6,144.0167
-11.6,144.0167
-11.6,144.0167
-11.6,144.0167
-11.6,144.0167
-11.1167,143.0333
-11.6,144.0167
-11.6,144.0167
-11.92,143.4783
-11.6,144.0167
-11.6,144.0167
-11.6,144.0167
-11.6,144.0167
-11.6,144.02
-11.6,144.0167
-11.6,144.0167
-11.6,144.0167
-11.6,144.02
-11.6,144.0167
-11.109000000000002,143.016
-11.6,144.0167
-11.6,144.0167
-12.245,143.225
-11.6,144.0167
-11.6,144.0167
-13.9167,143.8333
-11.6,144.0167
-11.6,144.0167
-11.6,144.02
-11.6,144.0167
-11.6,144.0167
-12.25,143.2333
-11.6,144.0167
-11.109000000000002,143.016
-11.6,144.0167
-11.6,144.0167
-11.8383,143.3133
-11.6,144.0167
-12.25,143.25
-11.6,144.0167
-11.6,144.0167
-11.6,144.0167
-12.25,143.2333
-11.6,144.0167
-11.6,144.0167
-11.6,144.0167
-11.5917,142.8983
-12.245,143.225
-11.5917,142.8983
-11.6,144.02
-11.6,144.0167
-11.6,144.02
-11.45,144.0
-11.6,144.0167
-11.6,144.0167
-13.9167,143.8333
-12.25,143.2333
-11.6,144.0167
-12.25,143.2333
-14.1167,144.5167
-13.9167,143.8333
-11.6,144.0167
-11.5917,142.8983
-11.6,144.0167
-11.8383,143.3133
-11.6,144.0167
-13.9167,143.8333
-13.45,143.9833
-12.25,143.2333
-11.6,144.0167
-13.45,143.9833
-13.9116,143.8338
-13.3667,143.9667
-13.9167,143.8333
-11.8383,143.3133
-13.9116,143.8338
-12.245,143.225
-13.54,143.5
-11.45,144.0
-11.45,144.0167
-13.1833,143.5833
-14.1167,144.5167
-11.3833,143.95
-13.54,143.5
-13.3667,143.9667
-11.45,144.0167
-11.6,144.02
-12.2333,143.2
-11.45,144.0167
-12.2333,143.2
-11.6,144.0167
-12.2333,143.2
-11.45,144.0167
-12.25,143.25
-11.3833,143.95
-13.45,143.9833
-12.25,143.2333
-11.45,144.0167
-13.45,143.9833
-13.3667,143.9667
-11.45,144.0167
-11.45,144.0
-11.45,144.0167
-11.3833,143.95
